customer_id,region,age,num_site_visits,num_products_viewed,purchase_made,satisfaction_rating,customer_segment,preferred_channel,income,avg_spend_per_visit,discount_used,time_on_site_min,page_load_time_sec,browser,email_open_rate,clicked_ad,returned_product,membership_years,zipcode,tracking_cookie
547,LIMA ,43.0,3,10,Yes,Neutral,Loyal,SMS,4523.55,186.31,No,10.9,2.4,Edge,0.45,1,Yes,2,04001,XYZ123
548,Ancash,39.0,2,8,Yes,Satisfied,New,SMS,2966.32,215.08,Yes,7.6,3.53,IE,0.94,1,No,2,13001,XYZ123
549,Piura,36.0,8,8,No,Satisfied,New,SMS,3129.18,92.1,No,6.2,3.76,Firefox,0.78,0,No,4,02001,XYZ123
550,Arequipa,38.0,7,9,Yes,Unsatisfied,Loyal,SMS,2449.02,224.08,No,5.0,6.73,Chrome,0.13,0,No,2,11001,XYZ123
551,CUSCO,59.0,4,10,Yes,Very Unsatisfied,Returning,Phone,2686.18,181.25,Yes,0.9,2.68,Chrome,0.85,0,Yes,1,04001,XYZ123
552,La Libertad,34.0,3,10,No,Very Satisfied,Returning,In-store,2226.54,202.19,Yes,10.6,2.07,Safari,0.94,0,No,1,13001,XYZ123
553,La Libertad,37.0,3,5,No,Unsatisfied,Loyal,Email,3222.96,185.52,Yes,13.9,2.91,Firefox,0.28,1,No,1,15001,XYZ123
554,Arequipa,45.0,6,8,No,Very Unsatisfied,Loyal,Phone,2118.08,162.33,No,4.7,1.98,Safari,0.33,1,Yes,3,04001,XYZ123
555,LIMA ,46.0,5,10,No,Very Unsatisfied,Occasional,SMS,2891.5,194.45,No,2.9,2.42,Safari,0.13,1,No,3,15001,XYZ123
556,Piura,46.0,1,13,Yes,Unsatisfied,Returning,SMS,3275.52,174.55,Yes,5.5,3.87,Chorme,0.34,0,No,2,11001,XYZ123
557,piura ,41.0,8,14,No,Unsatisfied,Occasional,Phone,3496.75,182.12,Yes,9.2,2.19,Chrome,0.67,1,No,6,13001,XYZ123
558,La Libertad,23.0,9,7,No,Neutral,New,Email,3325.55,155.98,Yes,6.0,3.67,Firefox,0.27,1,Yes,3,15001,XYZ123
559,Piura,51.0,4,8,No,Very Satisfied,Occasional,In-store,1681.12,226.84,Yes,5.9,3.72,IE,0.01,0,No,2,02001,XYZ123
560,La Libertad,23.0,7,8,No,Satisfied,Loyal,In-store,3758.2,261.84,Yes,7.7,3.3,IE,0.34,0,No,4,15001,XYZ123
561,Ancash,38.0,3,7,No,Neutral,Loyal,Email,,156.34,Yes,8.4,3.8,IE,0.45,0,No,2,15001,XYZ123
562,LIMA ,27.0,7,12,No,Very Unsatisfied,Loyal,In-store,2744.47,194.16,Yes,9.5,2.65,Edge,0.57,0,No,2,13001,XYZ123
563,Ancash,34.0,5,5,Yes,Very Satisfied,Loyal,SMS,2836.7,145.24,No,6.8,0.6,Edge,0.68,0,Yes,4,13001,XYZ123
564,La Libertad,38.0,6,9,Yes,Very Satisfied,Occasional,SMS,2373.29,219.4,No,6.7,3.07,IE,0.06,0,No,2,04001,XYZ123
565,CUSCO,38.0,8,12,No,Unsatisfied,Occasional,SMS,2126.7,211.21,Yes,0.3,3.09,Edge,0.47,1,No,5,15001,XYZ123
566,CUSCO,39.0,2,8,Yes,Very Satisfied,Occasional,SMS,2205.2,171.05,Yes,11.7,2.56,Firefox,0.27,0,No,3,15001,XYZ123
567,Ancash,51.0,4,11,No,Very Satisfied,Loyal,Email,3530.5,195.86,No,9.0,3.78,Chrome,0.95,0,No,4,13001,XYZ123
568,CUSCO,39.0,9,7,No,Very Unsatisfied,Loyal,In-store,2564.84,243.26,Yes,14.0,3.92,Firefox,0.36,1,Yes,6,02001,XYZ123
569,La Libertad,32.0,4,7,Yes,Neutral,Returning,In-store,2725.37,119.63,No,10.0,3.26,Chrome,0.1,1,No,3,13001,XYZ123
570,Arequipa,44.0,4,14,No,Very Satisfied,Returning,Phone,2548.11,135.41,No,7.7,3.12,Edge,0.04,1,No,1,02001,XYZ123
571,Ancash,46.0,3,8,Yes,Unsatisfied,Loyal,Email,1965.66,229.09,Yes,2.1,4.46,Firefox,0.27,1,Yes,3,13001,XYZ123
572,piura ,22.0,4,10,No,Neutral,Returning,In-store,782.54,202.72,No,1.5,1.71,Safari,0.18,1,No,2,11001,XYZ123
573,piura ,40.0,4,15,No,Unsatisfied,New,In-store,3114.98,196.49,No,12.2,2.6,IE,0.65,0,Yes,4,15001,XYZ123
574,Cusco,42.0,6,9,No,Very Satisfied,New,Phone,3030.22,247.15,Yes,10.2,4.2,Chrome,0.85,0,No,0,02001,XYZ123
575,LIMA ,32.0,7,14,No,Neutral,Loyal,SMS,2490.84,235.22,Yes,13.9,3.64,Chrome,0.31,1,Yes,4,11001,XYZ123
576,CUSCO,48.0,3,5,Yes,Very Satisfied,Occasional,In-store,1627.81,285.76,No,11.7,2.72,Safari,0.58,1,Yes,3,02001,XYZ123
577,CUSCO,33.0,6,8,No,Very Unsatisfied,New,SMS,3956.66,244.75,Yes,6.5,3.47,Safari,0.73,1,No,2,04001,XYZ123
578,Lima,36.0,8,11,No,Neutral,New,Phone,2227.08,226.29,No,1.2,2.34,IE,0.4,1,Yes,2,04001,XYZ123
579,Junin,33.0,7,7,No,Unsatisfied,Occasional,In-store,2698.6,,No,10.4,3.19,Edge,0.07,0,Yes,3,15001,XYZ123
580,Ancash,,3,9,No,Very Unsatisfied,Returning,SMS,1937.48,192.79,No,3.9,3.83,Firefox,0.23,1,No,3,11001,XYZ123
581,lima,,4,6,No,Satisfied,Occasional,Email,1420.23,199.84,No,7.3,4.55,Firefox,0.88,1,No,4,11001,XYZ123
582,CUSCO,20.0,6,10,No,Unsatisfied,Returning,SMS,2971.71,211.15,No,9.6,3.79,Firefox,0.82,0,No,4,04001,XYZ123
583,LIMA ,50.0,8,7,No,Very Satisfied,Returning,SMS,1299.35,139.66,No,5.5,4.64,Edge,0.09,0,No,1,15001,XYZ123
584,Cusco,26.0,3,12,Yes,Unsatisfied,Occasional,SMS,2683.23,213.18,Yes,4.7,1.27,IE,0.22,0,No,5,04001,XYZ123
585,piura ,25.0,4,16,No,Satisfied,Returning,SMS,2685.55,187.83,Yes,6.8,0.34,Firefox,0.77,1,No,2,11001,XYZ123
586,CUSCO,13.0,3,10,No,Unsatisfied,New,Email,,217.85,Yes,0.2,0.38,Chrome,0.49,1,No,1,02001,XYZ123
587,Cusco,28.0,8,11,No,Very Unsatisfied,Loyal,Phone,1462.87,171.12,Yes,3.9,4.34,Chrome,0.76,0,No,3,11001,XYZ123
588,La Libertad,21.0,1,6,Yes,,Returning,SMS,1883.65,167.03,No,3.8,3.72,Chrome,0.21,1,No,4,15001,XYZ123
589,La Libertad,51.0,3,10,No,Neutral,New,SMS,1997.95,211.54,No,7.1,2.14,Safari,0.95,1,Yes,0,11001,XYZ123
590,Junin,45.0,7,12,Yes,Satisfied,Occasional,In-store,1276.21,223.86,No,4.2,2.54,Safari,0.78,0,Yes,4,13001,XYZ123
591,Arequipa,28.0,5,7,No,Unsatisfied,Returning,In-store,1599.89,169.8,No,5.9,3.4,Edge,0.2,0,Yes,2,11001,XYZ123
592,lima,57.0,9,12,No,Satisfied,New,Email,2560.72,265.96,No,6.2,2.13,Firefox,0.56,0,Yes,5,13001,XYZ123
593,Lima,44.0,5,9,No,,Returning,Email,4091.7,265.62,Yes,16.5,2.02,Safari,0.11,1,Yes,4,04001,XYZ123
594,Junin,31.0,4,12,No,Neutral,Occasional,Email,3306.12,120.88,Yes,11.1,2.21,Chrome,0.36,0,Yes,3,13001,XYZ123
595,Piura,10.0,5,10,Yes,Very Satisfied,Loyal,In-store,2628.42,161.15,Yes,7.5,2.11,Safari,0.66,1,Yes,11,11001,XYZ123
596,Lima,57.0,7,17,Yes,Unsatisfied,Returning,SMS,3402.67,205.81,No,9.8,3.05,Chrome,0.33,1,No,1,11001,XYZ123
597,Ancash,21.0,3,16,No,Very Unsatisfied,Loyal,In-store,3424.37,218.54,No,11.7,5.0,Firefox,0.66,1,Yes,1,11001,XYZ123
598,LIMA ,18.0,6,14,Yes,Satisfied,Returning,Phone,2256.02,306.62,Yes,9.2,1.79,Edge,0.24,0,Yes,3,15001,XYZ123
599,Piura,45.0,7,9,No,Satisfied,Returning,Email,2706.32,207.04,No,3.9,2.91,IE,0.72,0,Yes,2,04001,XYZ123
600,Piura,59.0,4,13,Yes,Very Unsatisfied,Occasional,Email,3282.32,194.18,No,7.5,3.55,IE,0.36,0,Yes,5,13001,XYZ123
601,Junin,,4,11,No,Unsatisfied,Returning,Email,3391.58,143.1,Yes,4.1,3.64,Chrome,0.79,1,Yes,1,02001,XYZ123
602,Arequipa,40.0,4,8,No,Very Satisfied,New,Phone,3399.26,120.73,No,6.7,2.39,Safari,0.14,0,No,1,13001,XYZ123
603,Junin,40.0,3,10,No,Unsatisfied,New,SMS,1678.39,193.32,Yes,7.4,3.74,Safari,0.36,0,Yes,3,11001,XYZ123
604,Ancash,43.0,4,5,No,Neutral,Loyal,SMS,3440.04,302.87,Yes,12.2,3.5,Chrome,0.46,1,Yes,2,02001,XYZ123
605,piura ,42.0,2,17,No,Unsatisfied,Loyal,SMS,3986.46,189.41,Yes,4.8,2.46,Firfox,0.42,1,No,4,02001,XYZ123
606,CUSCO,37.0,7,11,No,Neutral,New,Email,3694.74,161.36,Yes,4.5,1.38,Chrome,0.43,0,Yes,2,13001,XYZ123
607,CUSCO,36.0,6,13,No,Satisfied,Loyal,SMS,1631.58,222.6,No,5.1,1.63,Firefox,0.44,0,No,2,13001,XYZ123
608,Arequipa,34.0,7,10,No,Neutral,Loyal,In-store,1430.42,99.72,No,5.6,3.9,Edge,0.99,1,No,3,13001,XYZ123
609,Ancash,27.0,5,11,No,Very Satisfied,New,Email,2872.18,203.96,No,6.7,4.71,Edge,0.19,1,No,5,13001,XYZ123
610,Arequipa,,4,10,No,Very Unsatisfied,New,Phone,3679.87,,Yes,9.3,3.0,Chrome,0.77,1,Yes,3,04001,XYZ123
611,Cusco,18.0,5,8,No,Neutral,New,Phone,2680.93,152.62,No,4.9,4.68,Edge,0.55,0,Yes,5,15001,XYZ123
612,CUSCO,34.0,4,15,Yes,Unsatisfied,Occasional,SMS,2312.02,268.44,Yes,8.5,2.94,Safari,0.41,0,No,1,15001,XYZ123
613,Piura,25.0,7,13,No,Neutral,Occasional,Email,2427.85,232.98,No,8.5,1.63,Firefox,0.63,1,Yes,4,13001,XYZ123
614,lima,23.0,100,5,No,Satisfied,New,In-store,3316.39,268.9,No,10.2,2.75,IE,0.85,0,Yes,2,15001,XYZ123
615,LIMA ,36.0,6,3,Yes,Neutral,Returning,In-store,2242.71,131.18,Yes,7.2,4.79,IE,0.47,0,No,3,13001,XYZ123
616,Ancash,48.0,5,8,Yes,Very Satisfied,New,Email,2884.76,190.96,No,11.3,2.28,Edge,0.86,0,No,0,13001,XYZ123
617,Lima,44.0,2,12,No,Neutral,Occasional,SMS,2395.71,246.11,Yes,9.5,2.84,Firefox,0.09,1,Yes,1,13001,XYZ123
618,Arequipa,19.0,4,7,No,Very Satisfied,Loyal,Phone,1789.33,125.11,Yes,9.3,4.42,Safari,0.65,0,No,3,04001,XYZ123
619,LIMA ,25.0,4,10,No,Unsatisfied,Returning,Phone,1726.65,247.35,No,5.8,4.34,IE,0.33,1,No,2,11001,XYZ123
620,Lima,44.0,6,13,No,Satisfied,Returning,In-store,2920.25,191.01,No,9.1,3.37,Safari,0.39,0,Yes,4,15001,XYZ123
621,LIMA ,25.0,11,9,No,Very Unsatisfied,Loyal,In-store,335.68,246.98,No,9.4,3.64,Safari,0.57,1,Yes,2,15001,XYZ123
622,lima,32.0,6,13,No,Unsatisfied,Returning,In-store,2883.41,210.87,No,5.6,4.28,IE,0.48,1,No,2,04001,XYZ123
623,Lima,40.0,8,6,Yes,Unsatisfied,Loyal,Phone,2363.5,270.54,Yes,12.8,3.37,IE,0.38,0,Yes,3,04001,XYZ123
624,Junin,25.0,5,9,No,Very Unsatisfied,Occasional,In-store,3256.87,135.4,Yes,18.5,4.54,Edge,0.31,0,Yes,4,13001,XYZ123
625,La Libertad,36.0,3,9,Yes,Neutral,Returning,Phone,2981.17,216.45,No,5.4,3.81,Firefox,0.62,1,Yes,8,13001,XYZ123
626,Junin,21.0,5,8,Yes,Neutral,Returning,Phone,2535.7,124.42,No,6.1,2.82,Chrome,0.51,1,Yes,0,11001,XYZ123
627,CUSCO,28.0,1,9,Yes,Neutral,Loyal,SMS,,220.98,No,6.2,3.52,Firefox,0.32,0,Yes,0,15001,XYZ123
628,La Libertad,38.0,8,13,No,Satisfied,Loyal,SMS,1689.41,216.39,Yes,2.8,2.54,Chrome,0.2,1,Yes,2,04001,XYZ123
629,Junin,19.0,6,10,Yes,Unsatisfied,Occasional,SMS,1984.03,185.75,No,4.5,1.84,Chorme,0.77,1,No,4,11001,XYZ123
630,La Libertad,39.0,4,12,Yes,Very Satisfied,Loyal,In-store,3194.88,160.81,Yes,11.4,1.63,Safari,0.8,0,No,1,15001,XYZ123
631,piura ,34.0,7,16,No,Very Unsatisfied,Loyal,Phone,3914.96,183.73,No,7.7,2.75,Firefox,0.21,0,No,2,11001,XYZ123
632,La Libertad,40.0,1,7,Yes,Unsatisfied,Occasional,In-store,2763.91,204.88,No,15.7,3.38,Safari,0.26,0,No,0,11001,XYZ123
633,Piura,37.0,7,4,No,Neutral,New,Phone,2028.62,214.21,Yes,6.8,5.16,Firefox,0.24,0,No,2,13001,XYZ123
634,Arequipa,48.0,3,12,No,Very Unsatisfied,New,SMS,2111.98,296.62,Yes,9.7,3.5,Firefox,0.88,1,Yes,4,11001,XYZ123
635,Arequipa,,9,8,No,Very Satisfied,Loyal,SMS,2148.79,243.67,No,4.4,3.23,Safari,0.77,0,Yes,4,13001,XYZ123
636,Piura,30.0,4,14,Yes,Unsatisfied,Occasional,In-store,3332.09,170.66,Yes,7.6,2.88,Edge,0.07,0,No,2,15001,XYZ123
637,LIMA ,36.0,2,9,Yes,Unsatisfied,New,Phone,2133.13,228.97,Yes,8.4,2.57,IE,0.83,0,Yes,6,15001,XYZ123
638,Cusco,40.0,4,12,No,Satisfied,Occasional,In-store,2465.05,244.07,No,0.4,3.16,Edge,0.04,0,No,1,13001,XYZ123
639,LIMA ,35.0,6,12,Yes,Unsatisfied,Loyal,Email,3575.84,167.2,Yes,4.7,2.67,Edge,0.25,1,Yes,2,02001,XYZ123
640,Lima,35.0,2,10,No,,Loyal,In-store,2046.02,235.11,Yes,10.5,2.61,Firefox,0.92,1,No,4,11001,XYZ123
641,Lima,,1,6,Yes,Very Satisfied,Occasional,SMS,2945.65,125.66,No,10.3,3.98,IE,0.86,0,Yes,6,15001,XYZ123
642,La Libertad,28.0,7,10,No,Very Satisfied,Returning,Phone,3220.36,165.38,No,3.0,1.91,Firefox,0.78,0,No,3,11001,XYZ123
643,Junin,20.0,7,7,No,Very Unsatisfied,Loyal,Phone,2550.75,128.79,Yes,6.6,2.7,Chrome,0.46,0,Yes,0,02001,XYZ123
644,Junin,52.0,6,6,No,Neutral,Loyal,In-store,4063.29,189.45,No,1.5,2.17,Firefox,0.32,0,No,2,11001,XYZ123
645,Arequipa,22.0,8,7,No,Very Satisfied,Loyal,SMS,3832.36,176.32,Yes,8.0,3.14,Safari,0.88,1,Yes,1,02001,XYZ123
646,Ancash,28.0,7,7,No,Very Unsatisfied,Loyal,Email,2710.48,,Yes,13.0,4.02,Firefox,0.66,1,Yes,3,04001,XYZ123
647,LIMA ,27.0,5,13,No,Unsatisfied,Occasional,In-store,1856.95,240.77,Yes,13.2,3.42,Chrome,0.3,1,No,3,02001,XYZ123
648,piura ,,6,7,No,Very Unsatisfied,Occasional,Phone,1894.75,204.53,No,13.1,2.73,Firefox,0.46,1,No,3,15001,XYZ123
649,CUSCO,,6,12,No,,Occasional,SMS,2670.11,240.02,Yes,10.1,4.13,Chrome,0.88,0,No,4,13001,XYZ123
650,lima,47.0,7,7,Yes,Very Unsatisfied,Occasional,Phone,1627.98,281.32,Yes,12.6,4.06,IE,0.9,1,No,5,13001,XYZ123
651,Junin,28.0,6,13,Yes,Very Unsatisfied,Returning,Phone,2715.15,304.73,Yes,7.2,3.05,Firefox,0.66,1,No,2,11001,XYZ123
652,lima,-5.0,3,12,No,Very Satisfied,Occasional,Phone,3850.48,193.01,No,5.9,4.91,Chrome,0.73,0,No,1,04001,XYZ123
653,La Libertad,26.0,3,6,Yes,Neutral,Occasional,Phone,2549.99,226.74,No,12.6,3.5,IE,0.04,1,No,1,11001,XYZ123
654,lima,56.0,1,4,No,Very Unsatisfied,Loyal,Email,2484.84,192.26,No,9.2,3.47,Safari,0.6,1,No,4,02001,XYZ123
655,CUSCO,23.0,5,8,Yes,Satisfied,Returning,SMS,3182.55,250.71,Yes,0.8,1.56,Edge,0.69,1,Yes,2,13001,XYZ123
656,Piura,38.0,3,13,No,Unsatisfied,Loyal,In-store,2919.87,240.98,Yes,12.9,0.98,Chrome,0.02,0,Yes,1,02001,XYZ123
657,CUSCO,41.0,9,9,Yes,Unsatisfied,Returning,SMS,1581.35,166.97,No,7.1,3.08,Safari,0.84,0,Yes,2,13001,XYZ123
658,lima,39.0,8,8,No,Unsatisfied,New,SMS,2135.81,174.33,Yes,5.3,4.2,IE,0.93,0,Yes,6,13001,XYZ123
659,CUSCO,33.0,4,9,Yes,Unsatisfied,Returning,SMS,4015.16,269.3,Yes,11.9,3.39,Safari,0.24,0,No,4,13001,XYZ123
660,Cusco,33.0,2,14,Yes,Unsatisfied,Returning,In-store,2760.36,172.54,Yes,11.4,4.14,Firefox,0.85,1,Yes,3,15001,XYZ123
661,La Libertad,35.0,3,10,Yes,Very Unsatisfied,Loyal,SMS,1694.85,194.41,Yes,4.2,2.5,Edge,0.67,1,Yes,5,02001,XYZ123
662,LIMA ,33.0,2,12,No,Neutral,Returning,In-store,2346.52,233.75,No,7.4,3.1,Chrome,0.58,0,No,4,11001,XYZ123
663,Piura,44.0,4,7,Yes,Satisfied,Returning,In-store,1073.93,191.72,No,4.4,3.02,IE,0.84,0,Yes,7,04001,XYZ123
664,piura ,57.0,4,13,No,Very Satisfied,Loyal,Email,1013.98,276.7,No,4.5,0.84,Edge,0.29,0,No,4,11001,XYZ123
665,Junin,,5,6,Yes,Satisfied,New,Phone,99999.0,251.66,Yes,4.0,5.15,IE,0.79,1,Yes,2,02001,XYZ123
666,Lima,21.0,8,9,Yes,Very Satisfied,New,In-store,2496.42,155.79,Yes,3.9,4.44,Safari,0.31,1,Yes,0,04001,XYZ123
667,LIMA ,34.0,6,10,No,Very Satisfied,New,Phone,2915.1,170.72,No,7.3,4.11,IE,0.79,0,No,7,11001,XYZ123
668,Lima,60.0,3,14,No,Satisfied,Returning,SMS,3426.31,229.38,No,3.3,4.54,IE,0.45,0,No,7,04001,XYZ123
669,La Libertad,26.0,5,7,No,Very Unsatisfied,Loyal,Phone,2771.58,,No,2.5,2.44,Safari,0.12,0,Yes,1,02001,XYZ123
670,Piura,51.0,6,10,No,Unsatisfied,New,Phone,3086.48,102.97,Yes,10.4,3.95,Safari,0.38,0,Yes,3,13001,XYZ123
671,Arequipa,51.0,3,8,No,Very Unsatisfied,New,Phone,2705.85,151.46,No,2.4,2.44,Edge,0.23,0,Yes,3,02001,XYZ123
672,Junin,29.0,8,12,No,,New,SMS,3529.12,211.7,Yes,7.4,3.18,Chorme,0.1,0,No,4,15001,XYZ123
673,Cusco,40.0,8,10,No,Neutral,New,SMS,3918.76,244.53,No,1.4,0.91,Safari,0.11,0,No,8,04001,XYZ123
674,Arequipa,51.0,5,12,No,Very Satisfied,Loyal,In-store,2659.66,245.24,Yes,9.6,2.82,Edge,0.78,0,No,3,02001,XYZ123
675,La Libertad,31.0,4,7,No,Satisfied,New,In-store,2626.11,298.14,Yes,6.7,1.16,IE,0.88,1,No,4,13001,XYZ123
676,LIMA ,32.0,2,6,No,Neutral,Returning,Email,2756.13,165.43,No,4.3,1.5,IE,0.93,0,No,4,13001,XYZ123
677,Cusco,29.0,6,12,No,Unsatisfied,Returning,SMS,2415.58,167.82,Yes,2.6,2.94,Firefox,0.85,1,No,3,02001,XYZ123
678,CUSCO,24.0,5,11,Yes,Very Unsatisfied,Loyal,Email,2179.78,198.73,Yes,4.4,2.15,Safari,0.83,0,Yes,3,11001,XYZ123
679,lima,28.0,6,11,Yes,Satisfied,Occasional,SMS,,116.2,No,10.7,3.41,Edge,0.07,1,No,6,02001,XYZ123
680,Cusco,22.0,7,12,No,Very Satisfied,New,Phone,2180.86,199.85,No,14.2,5.01,Edge,0.79,0,No,5,13001,XYZ123
681,piura ,35.0,3,8,No,Neutral,New,Email,2134.72,190.22,No,7.1,2.25,Chrome,0.78,0,Yes,3,02001,XYZ123
682,La Libertad,27.0,9,16,No,Very Satisfied,Returning,Email,3218.7,239.59,Yes,7.6,2.68,Edge,0.13,1,Yes,4,15001,XYZ123
683,Ancash,37.0,2,5,Yes,Unsatisfied,Loyal,Email,3280.09,248.08,Yes,5.3,3.8,Safari,0.66,0,No,4,11001,XYZ123
684,lima,19.0,0,13,No,,Occasional,SMS,4366.78,217.86,No,12.9,2.2,Edge,0.45,1,No,3,02001,XYZ123
685,Lima,38.0,6,8,Yes,Very Unsatisfied,Returning,In-store,3475.73,200.14,No,7.0,2.14,Firefox,0.9,1,No,2,13001,XYZ123
686,Junin,43.0,4,7,No,Neutral,Occasional,Email,3161.62,218.2,Yes,11.6,2.47,IE,0.7,1,No,4,02001,XYZ123
687,Lima,,6,8,Yes,Neutral,Loyal,In-store,,160.36,No,9.0,4.06,IE,0.95,0,Yes,3,02001,XYZ123
688,Cusco,38.0,4,9,No,Very Unsatisfied,Loyal,SMS,2381.69,195.87,No,8.5,0.88,Edge,0.1,1,Yes,3,04001,XYZ123
689,Lima,47.0,5,10,No,Very Satisfied,Loyal,Email,2949.77,200.84,Yes,3.9,1.98,Edge,0.04,0,Yes,2,02001,XYZ123
690,piura ,22.0,2,11,Yes,Very Unsatisfied,Returning,SMS,2987.71,196.25,Yes,15.1,4.84,Edge,0.97,1,No,6,15001,XYZ123
691,La Libertad,51.0,5,9,No,Satisfied,Loyal,In-store,2066.34,,No,13.9,0.72,Edge,0.08,0,Yes,2,13001,XYZ123
692,CUSCO,39.0,4,16,No,Very Unsatisfied,Returning,In-store,2460.84,168.94,Yes,17.1,2.85,Firefox,0.39,1,No,1,04001,XYZ123
693,LIMA ,27.0,3,13,Yes,Very Satisfied,Returning,Email,3261.91,148.72,Yes,3.6,4.84,Safari,0.65,1,Yes,3,02001,XYZ123
694,Junin,34.0,5,7,No,Very Unsatisfied,New,In-store,2485.19,189.75,No,9.1,5.29,Firefox,0.88,0,No,0,11001,XYZ123
695,piura ,40.0,3,10,No,Unsatisfied,Returning,Phone,2989.26,229.72,No,4.8,3.96,Firefox,0.25,0,No,1,15001,XYZ123
696,piura ,35.0,3,8,No,Very Unsatisfied,Returning,Phone,3217.44,113.13,No,9.8,4.41,Firefox,0.03,0,Yes,2,15001,XYZ123
697,Lima,40.0,4,11,Yes,Very Unsatisfied,New,Email,3180.11,175.14,Yes,9.2,1.86,Chorme,0.52,0,Yes,2,15001,XYZ123
698,Lima,25.0,8,7,No,Very Satisfied,Occasional,SMS,3884.52,303.45,No,6.3,1.96,Firefox,0.47,0,No,5,04001,XYZ123
699,Cusco,36.0,5,12,No,Satisfied,New,SMS,2034.97,190.35,Yes,7.1,5.06,Edge,0.31,0,Yes,6,02001,XYZ123
700,LIMA ,20.0,4,10,No,Satisfied,New,SMS,3814.01,207.57,No,16.4,2.68,Firefox,0.87,0,No,5,15001,XYZ123
701,Arequipa,33.0,4,13,No,Very Satisfied,Loyal,Phone,2879.42,291.94,Yes,7.5,0.75,Edge,0.75,0,No,1,02001,XYZ123
702,Lima,25.0,4,12,No,Very Satisfied,Loyal,In-store,3167.24,215.97,Yes,0.8,3.5,Safari,0.86,0,Yes,2,11001,XYZ123
703,La Libertad,27.0,4,10,Yes,Very Satisfied,New,Phone,3057.56,217.11,No,5.9,2.77,IE,0.16,1,Yes,3,02001,XYZ123
704,Ancash,47.0,7,8,Yes,Unsatisfied,Loyal,In-store,3017.08,154.49,Yes,3.6,3.1,Safari,0.69,1,No,5,02001,XYZ123
705,Junin,,8,7,No,Neutral,New,Phone,1990.1,215.64,No,4.3,0.14,Safari,0.98,1,No,3,02001,XYZ123
706,Lima,41.0,7,13,No,Very Unsatisfied,Loyal,SMS,3137.83,199.26,No,10.8,0.18,IE,0.61,1,No,4,13001,XYZ123
707,La Libertad,24.0,3,10,Yes,Very Satisfied,Returning,SMS,1348.93,,Yes,11.6,3.36,Edge,0.17,0,No,6,04001,XYZ123
708,La Libertad,31.0,6,12,Yes,Very Satisfied,Loyal,SMS,,263.87,Yes,4.6,2.64,Edge,1.0,1,No,3,02001,XYZ123
709,Junin,47.0,6,15,No,Very Satisfied,Loyal,Email,2805.46,201.52,Yes,5.8,2.45,Edge,0.53,1,No,3,15001,XYZ123
710,Arequipa,36.0,4,7,No,Satisfied,Returning,Email,3427.98,219.1,No,5.2,3.47,IE,0.84,1,Yes,3,13001,XYZ123
711,La Libertad,58.0,6,12,Yes,Very Satisfied,New,In-store,3045.45,105.51,No,14.1,2.07,Firefox,0.15,0,Yes,5,02001,XYZ123
712,Ancash,38.0,9,9,Yes,Very Unsatisfied,Loyal,Email,2529.27,88.22,No,11.7,2.68,Chrome,0.67,0,Yes,6,13001,XYZ123
713,La Libertad,36.0,6,9,No,Very Satisfied,Loyal,Phone,2067.4,254.66,No,10.7,2.46,Firefox,0.91,1,No,2,04001,XYZ123
714,La Libertad,31.0,4,10,No,Very Unsatisfied,Returning,Phone,1915.73,75.26,No,3.9,4.06,Firefox,0.53,1,No,6,13001,XYZ123
715,La Libertad,36.0,6,20,No,Unsatisfied,Returning,In-store,3123.49,216.37,No,1.2,0.75,Safari,0.29,1,Yes,8,15001,XYZ123
716,CUSCO,33.0,7,10,No,Neutral,Returning,In-store,3081.59,191.32,Yes,12.9,2.22,Chrome,0.13,0,Yes,4,02001,XYZ123
717,CUSCO,42.0,4,11,No,Satisfied,Occasional,SMS,2946.76,261.57,No,15.7,4.31,Edge,0.3,1,Yes,3,15001,XYZ123
718,Arequipa,44.0,3,13,No,Very Unsatisfied,Returning,Email,2405.79,198.24,No,1.0,2.0,Firefox,0.35,1,No,1,11001,XYZ123
719,Lima,27.0,4,6,No,Unsatisfied,New,SMS,2830.59,290.11,No,17.0,3.14,IE,0.71,0,No,1,13001,XYZ123
720,La Libertad,21.0,5,10,Yes,Neutral,Loyal,Email,2161.72,189.81,No,7.6,5.0,Firefox,0.18,1,No,6,13001,XYZ123
721,LIMA ,16.0,3,7,No,Neutral,Loyal,Email,1955.34,257.32,Yes,8.7,3.19,Edge,0.11,1,Yes,3,13001,XYZ123
722,Lima,40.0,5,5,No,Neutral,Occasional,In-store,2278.14,125.09,Yes,2.7,5.57,Firefox,0.39,1,Yes,3,04001,XYZ123
723,Arequipa,23.0,3,9,No,Very Unsatisfied,Loyal,SMS,2313.34,84.9,Yes,0.9,4.68,Safari,0.46,1,Yes,3,15001,XYZ123
724,Piura,13.0,5,10,No,Unsatisfied,Loyal,SMS,3671.36,198.59,No,1.1,2.22,Safari,0.63,1,No,1,11001,XYZ123
725,Lima,38.0,5,11,No,Very Satisfied,New,Email,1407.98,129.97,No,12.1,1.48,Firefox,0.71,1,Yes,5,04001,XYZ123
726,Lima,59.0,5,16,No,Unsatisfied,Loyal,Email,2473.58,197.0,No,7.7,2.28,Safari,0.89,1,Yes,4,04001,XYZ123
727,lima,34.0,6,13,Yes,Unsatisfied,New,In-store,3005.88,179.34,Yes,9.8,3.46,IE,0.29,1,No,2,02001,XYZ123
